word	pronunciation	occurrences	mean length of utterance
affirmative	aa f er m ih dx ih v	1	0.478
affirmative	ah f er m ah dx ih v	1	0.45
affirmative	ah f er m eh dx ih v	1	0.413
affluent	ae f l ah n t	1	0.745
affluent	ah f l uw ah n t	1	0.763
afford	ah f ao r d	2	0.3585
afford	ah f ao r tq	1	0.308
afford	ah f ow r d	9	0.382
afford	ah f ow r dx	2	0.446
afford	ah f ow r ih d	1	0.453
afford	ah f ow r tq	1	0.24
afford	f ow r dx	1	0.406
affordable	ah f ao r dx ah b el	1	0.652
afoot	ah f uh t	1	0.352
afraid	ah f r ey	1	0.278
afraid	ah f r ey d	11	0.405181818181818
afraid	ah f r ey dx	5	0.4028
afraid	er f r ey dx	1	0.297
afraid	f r ey d	1	0.525
afraid	ih f r ey d	1	0.324
africa	ae f er k ah	1	0.542
africa	ae f k ah	1	0.402
africa	ae f r ih k ah	2	0.6035
african	ae f k en	1	0.327
african	ae f r ih k ah n	1	0.367
african	ae f r ih k ah nx	1	0.417
african	ae f r ih k ih n	3	0.51
after	aa f t er	1	0.3
after	ae ch er	1	0.242
after	ae f	3	0.243666666666667
after	ae f ch er	19	0.351842105263158
after	ae f ch iy	1	0.254
after	ae f ch r iy	1	0.318
after	ae f d er	1	0.284
after	ae f dx er	1	0.33
after	ae f er	3	0.247666666666667
after	ae f sh er	1	0.343
after	ae f sh iy	1	0.215
after	ae f t	2	0.186
after	ae f t ah	10	0.2727
after	ae f t ah r	3	0.420666666666667
after	ae f t er	98	0.301683673469388
after	ae f th ah r	1	0.477
after	ae f th er	1	0.478
after	ae f t ih	12	0.260333333333333
after	ae f t iy	1	0.319
after	ae f t r ah	1	0.249
after	ae f t r ih	1	0.274
after	ae f t r iy	1	0.318
after	ae f t uh	1	0.286
after	ae f t uw	1	0.301
after	ae p f er	1	0.269
after	ae t er	1	0.223
after	ae t iy	1	0.228
after	ah f ch er	1	0.108
after	ah f t er	1	0.172
after	eh f ch er	1	0.348
after	eh f er	1	0.246
after	eh f t er	2	0.1905
after	eh f t ih	1	0.17
after	f ch er	1	0.2
after	t er	1	0.1
aftermath	ae f t er m ae th	1	0.702
afternoon	ae f t er n uw n	6	0.603
afternoon	ae f t er n uw nx	1	0.592
afternoon	ae f t er nx uw n	1	0.535
afternoon	ae f t ih n uw n	1	0.747
afternoon	eh f n uw n	1	0.33
afternoons	ae f t er n uw n z	1	0.498
afterward	ae f t er w er	1	0.389
afterwards	ae f ch er w er d s	1	0.771
afterwards	ae f t ah r w er d s	1	0.737
afterwards	ae f t ah w er d z	1	0.469
afterwards	ae f t eh r w er d s	1	0.496
afterwards	ae f t er w er d s	1	0.594
afterwards	ae f t er w er d z	1	0.44
ag	ae g	1	0.236
again	aa g eh n	1	0.354
again	ah g ae n	1	0.385
again	ah g eh	1	0.172
again	ah g ehn	1	0.132
again	ah g eh n	16	0.3698125
again	ah g eh nx	2	0.338
again	ah g ih	1	0.186
again	ah g ih n	18	0.361277777777778
again	ah g ih nx	2	0.3765
again	ah g iy	1	0.372
again	ay g ih n	1	0.413
again	eh g eh n	4	0.52625
again	eh g en	1	0.2
again	eh g ihn	1	0.348
again	er g eh n	1	0.446
again	ey g ae n	1	0.378
again	ey g eh n	10	0.3987
again	ey g eh nx	1	0.221
again	ey g ih n	1	0.359
again	g eh n	2	0.363
again	g ih eng	1	0.205
again	g ih n	2	0.18
again	ih g eh n	30	0.355633333333333
again	ih g eh nx	5	0.2862
again	ih g en	2	0.2715
again	ih g ih ah n	1	0.541
again	ih g ih m	1	0.17
again	ih g ih n	6	0.464833333333333
again	ih g ih nx	2	0.2685
again	ih g y eh n	1	0.405
again	iy g ae n	1	0.47
again	iy g eh n	1	0.262
again	iy g ih n	2	0.2985
again	uh k eh n	1	0.255
against	ah g ah n s t	1	0.447
against	ah g ehn d s	1	0.274
against	ah g eh n s	7	0.315285714285714
against	ah g eh n s t	5	0.477
against	ah g eh n z t	1	0.316
against	ah g eh s	1	0.316
against	ah g ih n s	4	0.3485
against	ah g ih n s t	7	0.432571428571429
against	ahix g eh n s t	1	0.507
against	ay g ih n s	1	0.503
against	eh g eh n s t	1	0.879
against	ey g eh n s	1	0.339
against	ey g ehn s t	1	0.376
against	ey g eh n s t	2	0.6045
against	g eh n s	1	0.203
against	g eh n s t	1	0.398
against	ih g eh n s	6	0.371166666666667
against	ih g eh n s ch	1	0.5
against	ih g eh n s t	11	0.429454545454545
against	ih g eh n t s	2	0.365
against	ih g ih n s	4	0.27975
against	ih g ih n s t	4	0.395
against	iy y eh n t s	1	0.438
against	y eh n s	1	0.252
age	ey ch	3	0.329
age	ey d s	1	0.203
age	ey jh	85	0.358658823529412
age	ey z	1	0.326
age	ey zh	7	0.254285714285714
aged	ey jh d	1	0.188
aged	ey jh ih d	1	0.319
aged	ey jh t	1	0.536
agencies	ey jh ih n s iy z	1	0.597
agency	ey d en s iy	1	0.41
agency	ey jh ah s iy	1	0.37
agency	ey jh ihn s iy	1	0.369
agency	ey jh ih n s iy	1	0.591
agency	ey jh ih n z iy	1	0.411
agency	ey jh ih s iy	1	0.337
agenda	ah jh eh n d ah	1	0.421
agenda	ih jh eh n d ah	1	0.506
agent	ey jh ah n t	2	0.326
agents	ey jh ah n t s	1	0.414
ages	ey jh ah z	1	0.42
ages	ey jh ih s	1	0.29
ages	ey jh ih z	2	0.4265
agey	ay jh iy	1	0.381
agey	ey jh iy	1	0.479
aggravate	ae g er v ey tq	1	0.42
aggravated	ae g er v ey ih d	1	0.472
aggravated	ae g r ah v ey dx ih d	1	0.513
aggravating	ae g er v ey dx eng	1	0.543
aggravating	ae g r ah v ey t ih ng	1	0.442
aggravating	ae g r ih v ey dx ih ng	1	0.362
aggravating	ae g v ey tq ih ng	1	0.625
aggravation	ae g er v ey sh n	1	0.581
aggression	ah g r eh sh en	1	0.492
aggression	ih g r eh sh ih n	1	0.456
aggressive	ah g r eh s ih f	1	0.506
aggressive	ih g r eh s ih v	1	0.401
aggressive	ih g r eh s uw v	1	0.534
aggressively	ah g r eh s ah v l iy	1	0.67
aggressor	ih g r eh s er	1	0.419
aging	ey jh ih ng	1	0.321
aging	ey jh iy ng	1	0.349
agitation	ae jh t ey sh ah n	1	0.789
agler	ae g l er	1	0.248
ago	ah g ah	3	0.180666666666667
ago	ah g ow	44	0.300431818181818
ago	ay g ow	1	0.173
ago	eh g ow	1	0.343
ago	em ng ow	1	0.341
ago	g ow	4	0.2235
ago	ih g ah	5	0.268
ago	ih g ow	51	0.283078431372549
ago	ih ow	1	0.19
ago	iy g ow	2	0.2675
ago	uh g ow	1	0.356
agony	ae g ih n iy	1	0.481
agree	ah g r iy	9	0.354
agree	eh g r iy	2	0.2395
agree	ey g r iy	1	0.471
agree	g r iy	1	0.19
agree	ih g r iy	6	0.263
agree	k r iy	1	0.25
agreed	ah g r iy	1	0.452
agreed	ah g r iy d	2	0.3665
agreed	eh g r iy d	1	0.337
agreed	g r iy dx	1	0.286
agreed	ih g r iy d	1	0.343
agreeing	ah g r iy eng	1	0.395
agreeing	eh g r iy eng	1	0.467
agreeing	ih g r iy ih ng	1	0.337
agreement	ah g r iy m eh n t	1	0.466
agreement	eh g r iy m eh n	1	0.349
agreement	g r iy m eh n tq	1	0.391
agreement	ih g r ih m ah n	1	0.405
agreement	ih g r iy m eh n	1	0.432
agrees	ah g r iy z	1	0.405
agricultural	ae g er k ah l ch er ah	1	0.895
agricultural	ae g er k ah l ch er r ah l	1	0.806
agricultural	ae g r ah k el ch r ah l	1	0.912
agriculturally	ae g r ah k ao l ch er el iy	1	1.28
ah	aa	59	0.353235593220339
ah	ah	17	0.276188235294118
ah	ah hh	2	0.7545
ah	ay	1	0.369
ah	b ah	1	0.297
ah	eh	5	0.18662
ah	ih	2	0.09295
ah	ow	1	0.375
ah	s aa	1	0.13
ah	t	1	0.144
ah	t uw	1	0.21
ah	uh	1	0.317
ah	y	1	0.0771
aha	aa hh aa	1	0.884
ahead	ah eh d	1	0.229
ahead	ah hh eh	3	0.148666666666667
ahead	ah hh eh d	13	0.308307692307692
ahead	ah hh eh dx	4	0.237
ahead	hh eh dx	1	0.192
ahead	uh eh d	1	0.214
ahead	uh hh eh d	2	0.248
aid	ey d	3	0.439
aids	ey d s	7	0.441142857142857
aids	ey d z	3	0.424666666666667
ails	ey l z	1	0.332
aim	ey m	1	0.344
ain't	eh ng	1	0.106
ain't	ey m tq	1	0.2
ain't	eyn	1	0.09
ain't	ey n	3	0.101633333333333
ain't	eyn	1	0.125
ain't	ey n	3	0.151333333333333
ain't	eyn	1	0.183
ain't	ey n	3	0.193
ain't	ey n t	1	0.106
ain't	eyn t	1	0.17
ain't	ey n t	1	0.202
ain't	eyn t	1	0.321
ain't	ey n t	1	0.512
ain't	eyn tq	1	0.136
ain't	ey n tq	1	0.141
ain't	eyn tq	1	0.21
ain't	ey nx	2	0.1605
ain't	ey t	1	0.177
ain't	y ey n	1	0.176
air	eh er	1	0.471
air	eh r	19	0.193210526315789
airfare	eh r f eh r	1	0.548
airflow	eh r f l ow	1	0.304
airforce	eh r f ao r s	1	0.5
airforce	eh r f ow r s	3	0.502666666666667
airline	eh r l ay n	3	0.463
airliners	eh r l ay nx er z	1	0.42
airlines	eh r l ay n z	2	0.5525
airplane	aa r p l ey n	1	0.335
airplane	eh r p l ehn	1	0.245
airplane	eh r p l eh n	1	0.338
airplane	eh r p l ey m	1	0.388
airplane	eh r p l eyn	1	0.259
airplane	eh r p l ey n	3	0.489666666666667
airplane	eh r p l ey nx	1	0.29
airplanes	eh r p ay n z	1	0.378
airplanes	eh r p ey n z	1	0.449
airplanes	eh r p l eh n z	1	0.39
airplanes	eh r p l ey n s	1	0.455
airplanes	eh r p l ey n z	13	0.519769230769231
airport	eh r p ao r dx	1	0.335
airport	eh r p ao r t	1	0.528
airport	eh r p ao r tq	2	0.409
airport	eh r p ow r dx	1	0.389
airport	eh r p ow r t	3	0.484
airport	eh r p ow r tq	1	0.405
airport	ih r p ao r dx	1	0.263
airports	eh r p ow r t s	2	0.5395
airways	eh r w ey z	1	0.605
akron	ae k er nx	1	0.41
akron	ae k r ah n	7	0.439857142857143
akron	ae k r eh nx	1	0.521
akron	ae k r em	1	0.224
akron	ae k r ih n	1	0.412
al	ae l	4	0.2025
alabama	ae l ah b ae m ah	3	0.617
alarm	ah l aa m	1	0.308
alarm	ah l aa r m	2	0.346
alaska	ah l ae s k ah	2	0.5235
alaska	el ae s k ah	1	0.406
albany	ao l b ah n iy	2	0.333
albany	ao l b ih nx iy	1	0.457
album	ae l b ah m	1	0.5
albuquerque	ae l b ah ah er k iy	1	0.517
albuquerque	ae l b ih k er k iy	1	0.539
alcohol	ae l k ah hh aa l	1	0.61
alcohol	ae l k ah hh ao l	9	0.558777777777778
alcohol	ae l k hh ao l	1	0.427
alcohol	aw k ah ao	1	0.418
alcohol	aw k ao l	1	0.503
alcohol	aw l k hh ao l	1	0.394
alcoholic	ae k ah hh ao l ih k	2	0.6015
alcoholic	ae l k ah hh ao l ih k	3	0.692666666666667
alcoholic	ae l k hh aa l ih k	1	0.733
alcoholic	r ae l k ah hh ao l hh iy k	1	1.04
alcoholics	ae k ah hh aa l ih k s	1	0.676
alcoholics	ae k ah hh ao l ih k s	1	0.851
alcoholics	ae l k ah hh ao l ih k s	1	0.921
alcoholism	ae l k ah hh ao l ih z ah m	2	0.93
alexander	ae l ah g z ae n d er	1	0.638
algebra	ae l jh ah b r ih	1	0.334
algebra	ae l jh ih b er	1	0.449
algebra	ae l jh ih b r ah	1	0.523
alien	ey l iy ih n	1	0.566
aliens	ey l iy ih n s	1	0.695
aliens	ey l y ih n z	1	0.64
alike	ah l ay k	2	0.4225
alimony	ae l ah m ow n iy	1	0.689
aline	ah l ay n	1	0.43
alive	ah l ay	1	0.371
alive	ah l ay v	1	0.487
alive	el ay v	1	0.23
all	aa	64	0.1432390625
all	aa l	112	0.170221428571429
all	aa ow	1	0.157
all	ah	11	0.102945454545455
all	ah ay ao	1	0.13
all	ah l	15	0.114933333333333
all	ah l l	1	0.143
all	ah r	1	0.123
all	ao	150	0.154656666666667
all	ao l	849	0.192072909305064
all	ao l dh	1	0.18
all	ao l th	1	0.202
all	aon l	1	0.161
all	ao r	2	0.112
all	ao w	2	0.1875
all	aw	1	0.0587
all	aw l	1	0.152
all	d ao l	2	0.189
all	dx ao l	1	0.404
all	eh	2	0.119
all	el	1	0.09
all	el ao l	1	0.155
all	er ao	1	0.0499
all	hh ao	1	0.423
all	hh ao l	1	0.295
all	ih	1	0.0874
all	l	1	0.0696
all	l ao	1	0.122
all	l ao l	1	0.155
all	l ao w	1	0.137
all	n ao l	1	0.256
all	ow	3	0.173
all	ow l	1	0.13
alle	ah l ah	1	0.253
allegations	ae l ih g ey sh en z	1	0.688
allegedly	ah l eh jh ih d l iy	1	0.68
allegiance	ah l iy ch ah n s	1	0.576
alleging	ah l eh jh iy ng	1	0.47
allergic	ah l ah r jh ih k	1	0.37
allergic	ah l er jh ih k	1	0.516
allergic	ah l er jh iy k	1	0.528
allergic	ih l er jh iy k	1	0.401
allergic	l ah r jh ih k	1	0.418
allergies	ae l ah r jh iy z	1	0.474
allergies	ae l er jh iy s	3	0.660666666666667
allergies	ae l er jh iy z	1	0.766
alley	aa l iy	1	0.251
alley	ae l iy	1	0.47
allies	ae l ay z	1	0.423
allow	ah l aa	1	0.286
allow	ah l aw	4	0.402
allow	el aw	1	0.203
allowance	ah l aw ah n s	1	0.551
allowances	ah l aw ah n s ah z	1	0.616
allowances	ah l aw en s ih s eh	1	0.722
allowed	aa l aw d	2	0.2445
allowed	ah l aa d	5	0.2236
allowed	ah l ah d	2	0.209
allowed	ah l aw	3	0.271
allowed	ah l aw d	11	0.331909090909091
allowed	ah l aw dx	2	0.2255
allowed	el aa d	1	0.207
allowed	el ah d	1	0.188
allowed	el aw	1	0.28
allowed	el aw d	3	0.349666666666667
allowed	el aw dx	1	0.228
allowed	ih l aa d	1	0.188
allowed	ih l ae d	1	0.254
allowed	ih l aw d	1	0.308
allowed	l aa d	1	0.23
allowed	l aw d	3	0.179666666666667
allowing	ah l aw ih ng	1	0.599
allowing	el aw n	1	0.276
allows	ih l aw z	1	0.76
all's	ao l z	1	0.307
alluded	ah l uw dx ih d	1	0.427
almost	aa l m ao s sh	1	0.332
almost	aa l m ow s t	1	0.426
almost	aa l m uh s	1	0.351
almost	aa m ah s	1	0.267
almost	aa m ow s	1	0.364
almost	aa m ow s t	1	0.381
almost	ah l m ah s	2	0.27
almost	ah l m ah s t	3	0.285
almost	ah l m ao s	1	0.323
almost	ah l m ow s	2	0.24
almost	ah l m ow s t	1	0.479
almost	ao l m ah s	3	0.281666666666667
almost	ao l m ah s t	3	0.34
almost	ao l m ah z t	1	0.374
almost	ao l m ow s	15	0.320133333333333
almost	ao l m ow s dx	1	0.373
almost	ao l m ow s eh	1	0.349
almost	ao l m ow s t	30	0.389333333333333
almost	ao l m ow s tq	1	0.306
almost	ao l m uh s t	1	0.382
almost	ao l m uh z	2	0.261
almost	ao l ow s t	1	0.31
almost	ao m ah s t	2	0.326
almost	ao m ow s	6	0.3125
almost	ao m ow sh	1	0.407
almost	ao m ow s t	4	0.3075
almost	ao m ow z	1	0.289
almost	ao w ow s	1	0.375
almost	eh l m ah s t	1	0.36
almost	eh l m ow s	1	0.244
almost	eh l m ow s t	1	0.247
almost	eh m ow s	1	0.251
almost	l m ow sh	1	0.247
almost	ow m ah s t	1	0.33
alone	ah l ow n	3	0.306
alone	ah l own	1	0.391
alone	ah l ow n	6	0.506666666666667
alone	ah l ow nx	1	0.227
alone	el l ow n	1	0.238
alone	el ow n	1	0.457
alone	ih l ow n	1	0.431
along	ah ao	1	0.152
along	ah l aa ng	1	0.307
along	ah l aon	1	0.198
along	ah l ao ng	45	0.309088888888889
along	ah l ay ng	1	0.43
along	ao ng	1	0.242
along	eh l ao ng	1	0.453
along	el ao ng	4	0.28475
along	el l ao ng	1	0.474
along	ih l ao ng	1	0.754
along	l aa ng	1	0.177
along	l ao ng	6	0.227166666666667
along	uh l ao ng	1	0.24
aloud	el aw d	1	0.188
alpha	ae l f ah	1	0.542
alps	ae l p s	1	0.307
already	aa r d iy	1	0.187
already	aa r dx iy	3	0.205333333333333
already	aa r eh dx iy	3	0.414333333333333
already	aa r ih	1	0.229
already	aa r iy	1	0.177
already	ah er d iy	1	0.215
already	ah er dx iy	1	0.2
already	ah r ah dx iy	2	0.208
already	ah r eh dx iy	5	0.3686
already	ah r ih	1	0.149
already	ah r ih dx iy	1	0.211
already	ao dx ih	1	0.155
already	ao l r eh d iy	3	0.339333333333333
already	ao l r eh dx iy	13	0.378692307692308
already	ao l r eh iy	4	0.371
already	ao r ah	1	0.28
already	ao r ah dx iy	1	0.38
already	ao r dx iy	4	0.30275
already	ao r eh d iy	2	0.382
already	ao r eh dx ih	1	0.256
already	ao r eh dx iy	10	0.3677
already	ao r eh iy	2	0.2335
already	ao r eh tq iy	1	0.191
already	ao r er d iy	1	0.319
already	ao r iy	1	0.189
already	eh r ih d iy	1	0.292
already	er d ih	1	0.184
alright	aa ay tq	1	0.218
alright	aa r ay	1	0.162
alright	aa r ay tq	2	0.432
alright	ah r ay t	1	0.434
alright	ah r ay tq	1	0.223
alright	ao l r ay dx	1	0.347
alright	ao l r ay tq	1	0.303
alright	ao r eh t	1	0.39
alright	r ay tq	1	0.27
also	aa l s ah	1	0.277
also	aa l s ow	8	0.344
also	aa s ow	3	0.212333333333333
also	ah l s uw	1	0.296
also	ah s	1	0.144
also	ah s ah	1	0.216
also	ao l s	1	0.264
also	ao l s aa	1	0.298
also	ao l s ah	10	0.3045
also	ao l s ih	1	0.298
also	ao l s ow	83	0.403855421686747
also	ao l s uw	3	0.348
also	ao l z ow	1	0.411
also	ao s	1	0.157
also	ao s ah	5	0.2754
also	ao s ah z	1	0.35
also	ao s ih	2	0.3295
also	ao s ow	22	0.387409090909091
also	ao s uh	1	0.317
also	ao s uw	3	0.314666666666667
also	aw s ah	1	0.234
also	n ao l s	1	0.243
also	p iy p el aa l s ow	1	1.32
alta	ae l t ah	1	0.371
alternate	ao dx er n ey tq	1	0.548
alternative	ao l t er n ah d ih v	1	0.584
alternative	ao l t er n ah dx ih v	1	0.53
alternative	ao l t er n d ih v	1	0.553
alternative	ao l t er n ih d ih v	1	0.55
alternative	ao l t er n ih dx ih v	1	0.594
alternative	ao l t er n ih v	1	0.381
alternative	ao l t er nx ah dx ih v	1	0.719
alternative	ao l t er nx ih ah v	1	0.741
alternative	ao l t er nx ih dx ih v	2	0.6295
alternative	ao l t er nx ih jh ih v	1	0.611
alternative	ao l t er nx ih v	1	0.336
alternative	eh l t er n d ih v	1	0.74
alternative	eh l t er nx ih v	1	0.671
although	aa l dh ow	3	0.342666666666667
although	ah l dh ow	1	0.21
although	ao dh ow	1	0.289
although	ao dh ow w	1	0.447
although	ao l dh ah	1	0.191
although	ao l dh ow	17	0.314823529411765
although	ao l d ow	1	0.5
although	ao l ow	1	0.285
although	el dh ow	1	0.189
although	n ao l dh ow	1	0.393
altitude	aa l dx ih t uw d	1	0.37
altogether	ao l t ah g eh dh er	1	0.533
altogether	ao l t ih g eh dh er	1	0.921
aluminum	ah l uw m n ah m	1	0.386
alumnus	ah l ah m n ah s	1	0.61
always	aa ey z	2	0.2565
always	aa l w ey s	3	0.348666666666667
always	aa l w ey z	3	0.393333333333333
always	aa w eh s	1	0.307
always	aa w ey z	3	0.308333333333333
always	aa w ih z	2	0.2555
always	aa w iy s	1	0.302
always	aa w iy z	1	0.329
always	ah ey z	1	0.162
always	ah ih z	2	0.1745
always	ah l ah ey z	1	0.499
always	ah l w ey z	1	0.252
always	ah l w ih z	1	0.19
always	ah s	1	0.139
always	ah w ey s	3	0.254666666666667
always	ah w ey z	13	0.215846153846154
always	ao ah z	4	0.23
always	ao ay z	1	0.206
always	ao eh z	1	0.18
always	ao ey z	14	0.248928571428571
always	ao iy z	3	0.332
always	ao l ey s	1	0.203
always	ao l ey z	1	0.26
always	ao l ih s	1	0.202
always	ao l w eh z	2	0.2745
always	ao l w ey	2	0.2095
always	ao l w ey s	23	0.340434782608696
always	ao l w ey z	81	0.302395061728395
always	ao l w ih	1	0.231
always	ao l w ih s	2	0.43
always	ao l w ih z	4	0.2865
always	ao l w iy s	3	0.463666666666667
always	ao l w iy z	5	0.3794
always	ao l w uh z	1	0.306
always	ao oy z	1	0.277
always	ao w ah z	2	0.286
always	ao w ay z	1	0.25
always	ao w eh z	1	0.24
always	ao w ey	1	0.18
always	ao w ey s	16	0.3238125
always	ao w ey sh	1	0.328
always	ao w ey z	66	0.276227272727273
always	ao w ey zh	5	0.2432
always	ao w ih s	2	0.339
always	ao w ih sh	1	0.317
always	ao w ih z	5	0.3184
always	ao w iy s	5	0.387
always	ao w iy z	14	0.355571428571429
always	ao w iy z eh	1	0.343
always	ao w uh z	2	0.311
always	aw ey z	1	0.208
always	aw l w ey z	1	0.306
always	aw w ih z	1	0.176
always	aw w iy s	1	0.398
always	ay s	1	0.209
always	b ao l w eh s	1	0.413
always	eh l w ey s	1	0.182
always	ih w ey	1	0.134
always	ih z	1	0.177
always	l ao ey z	1	0.33
always	ow ey s	1	0.374
always	ow ey z	5	0.228
always	ow l s	1	0.155
always	ow w eh z	3	0.241666666666667
always	ow w ey s	6	0.261333333333333
always	ow w ey z	9	0.263222222222222
always	ow w ih z	1	0.214
always	ow w iy z	2	0.2815
always	ow w uh z	1	0.257
always	oy s	1	0.168
always	oy z	6	0.191333333333333
always	r aa s	1	0.133
always	tq aa w ey s	1	0.371
alzheimers	ao l s ay m er z	1	0.661
am	aa m	1	0.0957
am	ae m	26	0.214965384615385
am	ah m	4	0.1115
am	ay m	1	0.209
am	eh m	25	0.172368
am	em	8	0.0830875
am	ih m	3	0.183
am	m	5	0.10364
am	uh em	1	0.125
amateur	ae m ah ch er	1	0.366
amazed	ah m ey z	1	0.422
amazed	ah m ey z t	1	0.316
amazed	em ey z	1	0.329
amazement	ah m ey z m ah n t	1	0.631
amazes	ah m ey z ih z	1	0.485
amazes	ih m ey z ih z	1	0.42
amazing	ah m ey s ih ng	3	0.608333333333333
amazing	ah m ey z eng	2	0.385
amazing	ah m ey z ih n	1	0.483
amazing	ah m ey z ih ng	19	0.512105263157895
amazing	eh m ey z ih ng	1	0.374
amazing	ih m ey z ih ng	2	0.4635
amazing	m ey z ih ng	1	0.671
amazing	uh m ey z ih ng	1	0.532
amazing	uh m ey z iy ng	1	0.641
amazingly	ah m ey z ih ng l iy	1	0.964
ambience	ae m b iy ah n s	1	0.776
ambiguous	ae m b ih g y uw uh s	1	0.795
ambition	eh m b ih sh ah n	1	0.581
ambulance	ae m y ah l eh s	1	0.346
ambulation	ih m b y ah l ey sh en	1	0.489
amend	ah m eh n d	1	0.328
amendment	ah m eh n m eh n	1	0.374
amendment	ah m eh n m ehn tq	1	0.481
amenities	aa m ah n aa t iy z	1	0.74
amenities	ah m eh nx ih d iy z	1	0.462
america	ah m eh er k ah	3	0.587
america	ah m eh ih k ah	1	0.36
america	ah m eh r ah k ah	5	0.5938
america	ah m eh r ah k eh	1	0.511
america	ah m eh r eh k eh	1	0.478
america	ah m eh r eh k ih	1	0.537
america	ah m eh r ih k ah	4	0.657
america	ah m eh r ih k eh	1	0.57
america	ah m eh r k ah	5	0.5108
america	ah m eh r k eh	1	0.487
america	eh m eh er k ah	1	0.469
america	em eh er k ah	1	0.581
america	er m eh er k ah	1	0.392
america	ih m eh r ah k ah	1	0.533
america	ih m eh r k ah	2	0.5615
american	ah m eh er k eh n	1	0.574
american	ah m eh r ah k eh n	2	0.5745
american	ah m eh r ah k eh nx	1	0.52
american	ah m eh r ah k ih n	3	0.566333333333333
american	ah m eh r eh k eh n	1	0.531
american	ah m eh r ih k ah n	2	0.371
american	ah m eh r ih k eh n	3	0.499666666666667
american	ah m eh r ih k eng	1	0.385
american	ah m eh r ih k ih n	4	0.444
american	ah m eh r ih k ih nx	1	0.403
american	ah m eh r k ah m	1	0.491
american	ah m eh r k ih n	3	0.624
american	em eh r ih k ah n	1	0.412
american	em eh r ih k ih n	1	0.515
american	em eh r k ih	1	0.357
american	em eh r k ihn	1	0.465
american	ih m eh r ah k ah n	1	0.467
american	ih m eh r ah k ih n	1	0.487
american	ih m eh r k ih n	2	0.359
american	uw m eh r ih k ih n	1	0.482
americans	ah m eh er k eh n s	1	0.779
americans	ah m eh r ah k ah n z	2	0.6325
americans	ah m eh r ah k eh n z	1	0.603
americans	ah m eh r ah k ih n s	1	0.78
americans	ah m eh r ah k ih n z	3	0.614333333333333
americans	ah m eh r ih k eh n z	1	0.686
americans	ah m eh r ih k en s	1	0.509
americans	ah m eh r ihn z	1	0.421
americans	ah m eh r k ah n s	1	0.529
americans	ah m eh r k ih n s	4	0.60775
americans	ah m eh r k ih n z	4	0.62375
americans	em eh r k ih n s	1	0.474
americans	ih m eh r ah k ihn z	1	0.438
americans	ih m eh r ah k ih n z	1	0.482
americans	ih m eh r k ah n z	1	0.581
americans	ih m eh r k ih n s	1	0.461
american's	ah m eh r ah k ih n z	1	0.611
america's	ah m eh r ah k eh z	1	0.593
america's	ah m eh r ih k ih z	1	0.56
ameritech	uh m eh r t eh k	1	0.503
ames	ey m z	1	0.6
amherst	ae m hh er s t	1	0.497
amish	aa aa m eh sh	1	0.355
ammunition	ae m y ih n ih sh ih n	1	0.554
ammunition	ae m y ih n ih sh ih nx	1	0.71
ammunition	ae m y ih nx ih sh ah m	1	0.472
ammunition	eh m eh n iy sh en	1	0.601
among	ah m ah ng	6	0.272833333333333
among	em ah ng	1	0.238
among	m ah ng	1	0.343
amongst	ah m ah ng s t	1	0.39
amount	ah m aw	1	0.17
amount	ah m aw dx	1	0.316
amount	ah m aw n	1	0.253
amount	ah m awn	1	0.29
amount	ah m aw n	3	0.362333333333333
amount	ah m aw n t	3	0.359333333333333
amount	ah m aw nx	13	0.272769230769231
amount	ah m aw tq	1	0.324
amount	em aw nx	1	0.205
amount	ih m aw n n	1	0.256
amount	ih m aw nx	3	0.253666666666667
amount	m aw n	1	0.233
amount	uh m ah nx	1	0.258
amounts	ah m aw n t s	1	0.27
amounts	eh m aw n t s	1	0.28
amphitheater	ae m p ah th iy ih dx er	1	0.818
amsterdam	ae m s t ih d ae m	1	0.4
amuse	ah m y uw z	1	0.354
amy	ey m iy	3	0.308
amy's	ey m iy s	1	0.53
an	aa	1	0.0447
an	aa dx ae n	1	0.156
an	aa n	2	0.173
an	aa nx	1	0.066
an	ae	2	0.1085
an	ae n	11	0.0672090909090909
an	aen	1	0.07
an	ae n	35	0.08508
an	aen	1	0.1
an	ae n	41	0.139926829268293
an	ae ng	1	0.111
an	ae nx	32	0.082353125
an	ah	7	0.0696714285714286
an	ahn	1	0.0593
an	ah n	4	0.0647
an	ahn	1	0.067
an	ah n	3	0.0679333333333333
an	ahn	1	0.0693
an	ah n	76	0.123117105263158
an	ah nx	32	0.0898375
an	eh	2	0.073
an	eh n	27	0.0782444444444444
an	ehn	1	0.094
an	eh n	45	0.114864444444444
an	ehn	1	0.185
an	eh n	2	0.2145
